website,city,description,phone,company_name,address,email,zip_code
http://www.pitsolutions.com,,"PIT Solutions is an IT services company with registered offices in Switzerland and India. We could be your ideal partner for your complex web and standalone application development needs when it comes to utilizing our right mix of European office and Indian offshore development team. Products & Services: .NET, Java, Php/ MySQL, Typo3 Magento, Test Hub, Flex & Design, Mobile, SEO.",+91 471-2700915,PIT Solutions Pvt. Ltd.,"L7 & L8 , Basement Floor -1, Thejaswini Building, Technopark Campus",enquiries@pitsolutions.com,
http://www.pivotsys.com,Trivandrum,"It is a global software services company dedicated in providing expert software development services and solutions. It offers different process models including onsite consulting, local outsourcing and offshore development models to suit its specific customer needs and logistics. Products & Services: Engineering Process Expertise, Application Development, Software reengineering, Quality Assurance.",+91 471-304 2049,Pivotsys Technologies Private Limited,Third Floor Nila Technopark Campus,info@pivotsys.com,695581
http://www.rm.com,Trivandrum,"The Indian office supports RM in providing leading edge software solutions for a wide range of futuristic education related products and services. With an initial investment of Rs 30 million, RM has ambitious growth plans in India. Products & Services: Sales and Marketing, Operations, Web Development",+91 471-2335577,RM EDUCATION SOLUTIONS INDIA PVT.LTD,"B-5, 2nd Floor, Gayatri, Technopark Campus",response@in.rm.com,695581
http://www.sarfinity.com,Trivandrum,"Sarfinity help our clients to tackle their most critical challenges and complex issues whereby successfully respond to changing opportunities by providing professional services, wherever and whenever needed. Products & Services: HR Management Solution, E-Tendering Management System, Centralized Online Sourcing Management for Organization, Payroll for Enterprises.",+91 471 2700444,Sarfinity Consulting P Ltd,L-1 Thejaswini Technopark Campus,contact@sarfinity.com,695581
,"Malappuram (Dt), Kerala","Company Profile: SYSIN TECHNOLOGIES integrates solutions, designs and builds telecommunications infrastructures, and provides professional services that increase the productivity of the Information Technology (IT) departments within enterprises. Products & Service: We offer wide range of End to end solutions that offer consistency to your Technology Infrastructure and allow you to complete your projects more efficiently. What we are looking for: Our solutions are popular with large, middle-sized and small companies alike",,SYSIN TECHNOLOGIES,"Ground Floor, Runwaydale, Kumminiparamb (PO), Near: Calicut International Airport, Kondotty",,673638
http://www.toonzanimationindia.com,Trivandrum,"Toonz Animation offers its world-wide clientele end-to-end animation services including 3D animation, 2D animation (digital and traditional), Flash, Stop Motion and VFX on a full spectrum of media platforms. Products & Services: Product Development, Pre Production, 3D Animation, 2D Digital Animation, 2D Animation, Stop Motion, CG and VFX.",+91 471- 3042500,TOONZ Animation India Pvt. Ltd,"731-735, NILA, Technopark Campus",toonz@toonzanimationindia.com,695581
http://www.ust-global.com,Trivandrum,"We use a client-centric Global Engagement Model that combines local, senior, on-site resources with the cost, scale, and quality advantages of off-shore operations. In every business engagement, we seek the opportunity to build long-lasting, strategic relationships. Products & Services: Consulting Services, Technology Build Services, Application Managed Services, Infrastructure Managed Service, QA and Testing Services, Business Process Outsourcing.",+91 471 2335777,UST Global,"721, NILA, Technopark Campus",careers@ustglobal.com,695581
http://www.vinvish.com,Trivandrum,"Vinvish Technologies Pvt. Ltd. is a product development company concentrating on high tech and interdisciplinary areas. Established in the year 2004, Vinvish has been catering to global customers in design, proto and low volume manufacturing of high reliable optoelectronics products. Products & Services: Electronic Hardware Design, Embedded Software Development, Mechanical Designs System & Subsystem Testing.",+91  471- 4061938,Vinvish Technologies Pvt Ltd,"C-16, Thejaswini , Technopark Campus",info@vinvish.com,695581
http://www.mckinsey.com,Trivandrum,"We are the trusted advisor and counselor to many of the most influential businesses and institutions in the world. We operate as one firm, bringing the best experts from around McKinsey and from our external network to each engagement. Products & Services: Advanced Electronics, Financial Services, Healthcare Systems and Services, Telecommunications.",+91 471-2700997,Visual Graphics Computing Services India P Ltd,"C4-C6, Gayatri, Technopark Campus",Vgcs.tvm.recruit@mckinsey.com,695581
http://www.whiteovaltechnologies.com,Trivandrum,"we are one of the most reliable and cost-effective IT service providers for small to medium sized businesses and enterprises. We offer solutions for requirements of any scale, in the realm of both web and mobile applications. Products & Services: Web Development, Mobile Development, R & T Lab.",+91 471-2700051,White Oval Technologies Pvt Ltd,"SBC -26, C-Level, Thejaswini Technopark",info@whiteovaltechnologies.com,695581
